
172,01-01-2006 13:15,051225,390,AMD_01,390,GeoChem,DualMining,196.0,,0.0,,0.0,,0.0,  0.4591,  0.4460,< LOD,  0.1140,  7.4225,  0.1136,  0.0186,  0.0115,  0.0456,  0.0112,< LOD,  0.0128,  0.0572,  0.0080,  0.0392,  0.0056,  0.0498,  0.0053,  0.0114,  0.0036,  0.0042,  0.0036,  0.0183,  0.0112,  0.7186,  0.0179,  0.0188,  0.0046,  0.0567,  0.0063, 46.3229,  0.1171,< LOD,  0.0099,< LOD,  0.0014,  0.0117,  0.0025,< LOD,  0.0029,< LOD,  0.0017,< LOD,  0.0024,  0.0059,  0.0012,< LOD,  0.0041,< LOD,  0.0048,< LOD,  0.0141,< LOD,  0.0061,< LOD,  0.0202,< LOD,  0.0201,< LOD,  0.0407,< LOD,  0.0404,< LOD,  0.0142,< LOD,  0.1203,< LOD,  0.0083,< LOD,  0.0096,< LOD,  0.0024,< LOD,  0.0009,< LOD,  0.0068,< LOD,  0.0033,< LOD,  0.0022,< LOD,  0.0124,< LOD,  0.0070,< LOD,  0.0114,Passed
173,01-01-2006 13:21,051225,391,AMD_01,391,GeoChem,DualMining,128.0,,0.0,,0.0,,0.0,  4.2750,  0.7890,< LOD,  0.1546, 80.2568,  0.4705,< LOD,  0.0257,  1.0690,  0.0177,  0.0328,  0.0117,  0.2343,  0.0076,< LOD,  0.0054,  0.0136,  0.0034,  0.0016,  0.0003,< LOD,  0.0018,< LOD,  0.0092,  0.7315,  0.0210,< LOD,  0.0047,< LOD,  0.0016,  0.2202,  0.0061,  0.0351,  0.0019,  0.2251,  0.0065,  0.0047,  0.0007,< LOD,  0.0005,  0.0011,  0.0009,  0.0006,  0.0006,< LOD,  0.0007,< LOD,  0.0002,  0.0021,  0.0013,  0.0000,  0.0000,< LOD,  0.0022,  0.7511,  0.0157,  0.0844,  0.0039,< LOD,  0.0200,< LOD,  0.0195,< LOD,  0.0091,< LOD,  0.0100,< LOD,  0.0119,< LOD,  0.0118,< LOD,  0.0042,  0.0029,  0.0015,< LOD,  0.0069,< LOD,  0.0011,  0.1519,  0.0049,< LOD,  0.0042,< LOD,  0.0032,< LOD,  0.0038,Passed
174,01-01-2006 12:04,051225,392,AMD_01,392,GeoChem,DualMining,131.0,,0.0,,0.0,,0.0,  2.4884,  0.7550,  1.7904,  0.1795, 70.2753,  0.4261,< LOD,  0.0232,  0.5955,  0.0145,< LOD,  0.0114,  0.0628,  0.0048,  0.3890,  0.0076,< LOD,  0.0033,  0.0066,  0.0006,< LOD,  0.0019,< LOD,  0.0094,  6.1638,  0.0572,< LOD,  0.0095,< LOD,  0.0018,  0.0337,  0.0026,< LOD,  0.0012,  0.0513,  0.0027,< LOD,  0.0005,< LOD,  0.0008,  0.0020,  0.0010,  0.0008,  0.0006,< LOD,  0.0007,< LOD,  0.0007,  0.0029,  0.0016,  0.0000,  0.0000,< LOD,  0.0025,< LOD,  0.0101,< LOD,  0.0054,< LOD,  0.0271,< LOD,  0.0271,< LOD,  0.0089,< LOD,  0.0048,< LOD,  0.0079,< LOD,  0.0073,< LOD,  0.0024,< LOD,  0.0009,< LOD,  0.0053,< LOD,  0.0009,  0.0068,  0.0021,< LOD,  0.0043,< LOD,  0.0030,< LOD,  0.0042,Passed
175,01-01-2006 12:09,051225,393,AMD_01,393,GeoChem,DualMining,100.0,,0.0,,0.0,,0.0,  1.7233,  0.8360,  3.1418,  0.2302, 66.6208,  0.4932,< LOD,  0.0310,  0.7304,  0.0186,< LOD,  0.0137,  0.1567,  0.0074,  1.9226,  0.0176,  0.0278,  0.0045,  0.0099,  0.0011,< LOD,  0.0024,  0.1747,  0.0151,  1.9902,  0.0334,< LOD,  0.0056,< LOD,  0.0016,  0.0280,  0.0024,< LOD,  0.0010,  0.0052,  0.0014,< LOD,  0.0004,  0.0020,  0.0010,  0.0295,  0.0015,  0.0067,  0.0005,< LOD,  0.0008,< LOD,  0.0007,< LOD,  0.0018,< LOD,  0.0008,< LOD,  0.0031,< LOD,  0.0123,  0.0142,  0.0072,< LOD,  0.0316,< LOD,  0.0429,< LOD,  0.0111,< LOD,  0.0047,< LOD,  0.0087,< LOD,  0.0079,< LOD,  0.0024,< LOD,  0.0010,< LOD,  0.0057,< LOD,  0.0006,  0.0028,  0.0021,< LOD,  0.0056,< LOD,  0.0033,< LOD,  0.0055,Passed
176,01-01-2006 12:13,051225,394,AMD_01,394,GeoChem,DualMining,204.0,,0.0,,0.0,,0.0,  3.7999,  0.5955,  2.5062,  0.1463, 69.2474,  0.3258,  0.0275,  0.0164,  0.1247,  0.0073,  0.0166,  0.0090,  0.0505,  0.0036,  0.1183,  0.0044,  0.0324,  0.0031,  0.0053,  0.0005,< LOD,  0.0014,  1.0036,  0.0322,  6.3083,  0.0579,< LOD,  0.0095,< LOD,  0.0018,  0.0099,  0.0016,  0.0586,  0.0029,< LOD,  0.0010,< LOD,  0.0004,< LOD,  0.0008,  0.0018,  0.0009,  0.0012,  0.0006,< LOD,  0.0007,< LOD,  0.0006,< LOD,  0.0015,  0.0000,  0.0000,< LOD,  0.0025,< LOD,  0.0104,  0.0104,  0.0054,< LOD,  0.0271,< LOD,  0.0394,< LOD,  0.0071,< LOD,  0.0036,< LOD,  0.0139,< LOD,  0.0095,< LOD,  0.0032,< LOD,  0.0012,< LOD,  0.0051,< LOD,  0.0007,< LOD,  0.0018,< LOD,  0.0040,< LOD,  0.0029,< LOD,  0.0038,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,TiO2,TiO2 Err,V,V Err,Cr,Cr Err,MnO,MnO Err,Fe2O3,Fe2O3 Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
177,01-01-2006 12:21,051225,395,AMD_01,395,GeoChem,DualMining, 60.0,,0.0,,0.0,,0.0,< LOD,  2.6901,< LOD,  0.3207, 21.8817,  0.4906,  0.1283,  0.0805, 18.5522,  0.1405,< LOD,  0.0266,  0.0410,  0.0115,  7.1160,  0.0539,< LOD,  0.0103,< LOD,  0.0047,< LOD,  0.0052,  0.0147,  0.0117, 15.2108,  0.1226,  0.3712,  0.0177,  1.0419,  0.0251,  0.0603,  0.0068,< LOD,  0.0031,  7.1935,  0.0338,  0.0101,  0.0017,< LOD,  0.0022,  0.0021,  0.0013,< LOD,  0.0014,< LOD,  0.0009,< LOD,  0.0023,  0.0610,  0.0032,< LOD,  0.0032,  2.9025,  0.0319,< LOD,  0.0047,  0.4003,  0.0189,  2.9285,  0.0525,< LOD,  0.0326,< LOD,  0.0295,< LOD,  0.0193,< LOD,  0.0071,< LOD,  0.0103,  0.0347,  0.0136,< LOD,  0.0029,< LOD,  0.0012,  0.0774,  0.0160,< LOD,  0.0065,  0.0650,  0.0073,< LOD,  0.0082,< LOD,  0.0027,< LOD,  0.0047,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,TiO2,TiO2 Err,V,V Err,Cr,Cr Err,MnO,MnO Err,Fe2O3,Fe2O3 Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
178,01-01-2006 12:29,051225,396,AMD_01,396,GeoChem,DualMining, 60.0,,0.0,,0.0,,0.0,  2.0609,  1.4883,  9.6284,  0.4737, 40.4513,  0.5734,  0.0602,  0.0587,  0.2473,  0.0226,  0.2550,  0.0284,  5.0005,  0.0452,  6.9601,  0.0519,  0.2351,  0.0114,  0.0085,  0.0039,< LOD,  0.0044,  0.2229,  0.0157,  1.6035,  0.0330,< LOD,  0.0053,  0.0098,  0.0026,  0.0262,  0.0026,  0.0403,  0.0030,  0.0076,  0.0016,< LOD,  0.0006,  0.0674,  0.0030,  0.0189,  0.0013,< LOD,  0.0008,  0.0051,  0.0011,< LOD,  0.0015,< LOD,  0.0024,  5.4126,  0.0356,< LOD,  0.0064,  1.2263,  0.0295,< LOD,  0.0151,  0.1150,  0.0293,< LOD,  0.0447,< LOD,  0.0193,< LOD,  0.0048,< LOD,  0.0159,< LOD,  0.0104,< LOD,  0.0031,< LOD,  0.0012,< LOD,  0.0066,< LOD,  0.0012,  0.0106,  0.0023,< LOD,  0.0088,< LOD,  0.0033,< LOD,  0.0061,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,TiO2,TiO2 Err,V,V Err,Cr,Cr Err,MnO,MnO Err,Fe2O3,Fe2O3 Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
179,01-01-2006 12:33,051225,397,AMD_01,397,GeoChem,DualMining, 60.0,,0.0,,0.0,,0.0,  2.6407,  1.8603,< LOD,  0.2675,  6.9289,  0.2774,  0.2388,  0.0614,  1.9924,  0.0794,  0.5928,  0.0389,  0.1569,  0.0160,  6.5401,  0.0578,  0.0815,  0.0114,< LOD,  0.0058,< LOD,  0.0061,  0.1712,  0.0184,  0.1449,  0.0133,< LOD,  0.0045,  0.0150,  0.0046,  6.2593,  0.0439,  0.1376,  0.0083,  6.6372,  0.0426,  0.0199,  0.0031,  0.0083,  0.0038,  0.0048,  0.0017,  0.0427,  0.0040,  0.0032,  0.0012,< LOD,  0.0028,  0.0165,  0.0033,< LOD,  0.0038,  9.5177,  0.0736,  0.0097,  0.0071,  1.4457,  0.0432,  5.1594,  0.0675,< LOD,  0.0376,< LOD,  0.0312,< LOD,  0.0231,< LOD,  0.0475,< LOD,  0.0439,< LOD,  0.0232,< LOD,  0.0063,< LOD,  0.0020,< LOD,  0.0196,< LOD,  0.0094,  6.1704,  0.0259,< LOD,  0.0309,< LOD,  0.0030,< LOD,  0.0109,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
180,01-01-2006 12:18,24-12-25,1,AMD_01,398,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.9711,  2.3329,  0.3505, 13.1668,  0.3605,  1.3202,  0.0818,  0.4959,  0.0538, 30.0994,  0.1212,  0.4176,  0.0174, 10.2301,  0.0663,  0.1478,  0.0084,< LOD,  0.0046,< LOD,  0.0037,  0.1475,  0.0104,  2.2288,  0.0304,  0.0256,  0.0072,< LOD,  0.0023,  0.1420,  0.0054,  0.7190,  0.0104,  0.0872,  0.0029,< LOD,  0.0008,  0.0045,  0.0009,  0.0265,  0.0014,< LOD,  0.0013,  0.0069,  0.0008,< LOD,  0.0015,< LOD,  0.0011,< LOD,  0.0013,  0.0111,  0.0027,  0.0043,  0.0030,< LOD,  0.0224,< LOD,  0.0044,  0.0363,  0.0195,< LOD,  0.0332,< LOD,  0.0065,< LOD,  0.0034,  0.0054,  0.0045,  0.0060,  0.0054,< LOD,  0.0050,< LOD,  0.0016,< LOD,  0.0017,  0.3414,  0.0083,< LOD,  0.0033,< LOD,  0.0035,< LOD,  0.0072,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
181,01-01-2006 12:26,24-12-25,2,AMD_01,399,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.1204,  3.4041,  0.3774, 20.0527,  0.4206,  1.3619,  0.0743,< LOD,  0.0436, 32.2918,  0.1276,  1.0153,  0.0229,  0.9868,  0.0244,  0.2058,  0.0083,< LOD,  0.0042,< LOD,  0.0035,  0.0181,  0.0053,  1.5959,  0.0233,  0.0213,  0.0059,< LOD,  0.0019,  0.0261,  0.0019,  0.0060,  0.0012,  0.0019,  0.0005,< LOD,  0.0006,  0.0076,  0.0010,  0.0444,  0.0015,  0.0015,  0.0010,  0.0174,  0.0009,< LOD,  0.0012,  0.3220,  0.0034,< LOD,  0.0016,< LOD,  0.0025,< LOD,  0.0035,< LOD,  0.0248,< LOD,  0.0052,  0.0456,  0.0173,< LOD,  0.0282,  0.1379,  0.0272,< LOD,  0.0046,< LOD,  0.0019,< LOD,  0.0013,< LOD,  0.0018,< LOD,  0.0016,< LOD,  0.0013,< LOD,  0.0010,< LOD,  0.0024,< LOD,  0.0025,< LOD,  0.0034,< LOD,  0.0128,Passed
182,01-01-2006 12:34,24-12-25,3,AMD_01,400,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.2361,  3.3110,  0.3817, 18.7260,  0.4116,  1.1955,  0.0724,< LOD,  0.0399, 29.1225,  0.1154,  0.9753,  0.0228,  1.5520,  0.0289,  0.3474,  0.0103,< LOD,  0.0046,< LOD,  0.0037,  0.0586,  0.0070,  3.2251,  0.0330,  0.0463,  0.0083,  0.0023,  0.0019,  0.0056,  0.0011,  0.0193,  0.0017,  0.0036,  0.0006,< LOD,  0.0006,  0.0094,  0.0009,  0.0285,  0.0013,  0.0026,  0.0010,  0.0166,  0.0008,< LOD,  0.0010,  0.0019,  0.0010,< LOD,  0.0015,< LOD,  0.0023,< LOD,  0.0025,  0.0296,  0.0240,< LOD,  0.0051,  0.0415,  0.0165,< LOD,  0.0260,  0.1352,  0.0284,< LOD,  0.0032,< LOD,  0.0010,< LOD,  0.0013,< LOD,  0.0018,< LOD,  0.0015,< LOD,  0.0012,< LOD,  0.0011,  0.0043,  0.0023,< LOD,  0.0023,< LOD,  0.0031,< LOD,  0.0062,Passed
183,01-01-2006 12:40,24-12-25,4,AMD_01,401,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.7406,  0.3249,  0.2955,  3.4241,  0.2214,  2.1376,  0.0885,< LOD,  0.0535, 55.2319,  0.1770,  0.1954,  0.0135,< LOD,  0.0161,  0.0737,  0.0067,< LOD,  0.0045,  0.0062,  0.0038,  0.0133,  0.0044,  1.1106,  0.0188,  0.0445,  0.0070,< LOD,  0.0016,  0.0069,  0.0009,  0.0051,  0.0009,  0.0013,  0.0003,< LOD,  0.0005,  0.0113,  0.0009,  0.0337,  0.0013,  0.0014,  0.0009,  0.0133,  0.0007,< LOD,  0.0011,  0.0043,  0.0010,< LOD,  0.0016,< LOD,  0.0024,< LOD,  0.0023,  0.0560,  0.0314,< LOD,  0.0034,  0.0534,  0.0146,< LOD,  0.0262,  0.3521,  0.0369,< LOD,  0.0037,< LOD,  0.0016,< LOD,  0.0012,< LOD,  0.0017,< LOD,  0.0013,< LOD,  0.0015,< LOD,  0.0012,< LOD,  0.0022,< LOD,  0.0023,< LOD,  0.0029,< LOD,  0.0060,Passed
184,01-01-2006 12:43,24-12-25,5,AMD_01,402,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.7789,  0.5193,  0.3040,  2.1818,  0.1990,  2.1845,  0.0898,< LOD,  0.0558, 57.3270,  0.1883,  0.0891,  0.0118,< LOD,  0.0139,  0.1423,  0.0081,< LOD,  0.0048,  0.0074,  0.0040,  0.0166,  0.0047,  2.2421,  0.0267,  0.0937,  0.0097,< LOD,  0.0017,  0.0120,  0.0012,  0.0105,  0.0013,  0.0018,  0.0004,< LOD,  0.0006,  0.0097,  0.0009,  0.0166,  0.0011,  0.0018,  0.0010,  0.0166,  0.0008,< LOD,  0.0012,  0.0055,  0.0010,< LOD,  0.0015,< LOD,  0.0024,< LOD,  0.0025,  0.0446,  0.0301,< LOD,  0.0035,  0.0197,  0.0145,< LOD,  0.0270,  0.4052,  0.0385,< LOD,  0.0039,< LOD,  0.0017,< LOD,  0.0013,< LOD,  0.0019,< LOD,  0.0015,< LOD,  0.0016,< LOD,  0.0015,  0.0039,  0.0024,< LOD,  0.0024,< LOD,  0.0030,< LOD,  0.0063,Passed
185,01-01-2006 12:47,24-12-25,6,AMD_01,403,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.2135,  3.1753,  0.3716, 18.3830,  0.4059,  1.4033,  0.0754,  0.0555,  0.0463, 33.0425,  0.1280,  1.0331,  0.0232,  1.0377,  0.0251,  0.2924,  0.0095,< LOD,  0.0044,  0.0045,  0.0036,  0.0141,  0.0052,  2.1974,  0.0271,  0.0334,  0.0070,< LOD,  0.0018,  0.0226,  0.0017,  0.0037,  0.0009,  0.0008,  0.0004,< LOD,  0.0006,  0.0129,  0.0009,  0.0381,  0.0014,  0.0014,  0.0010,  0.0180,  0.0008,< LOD,  0.0010,  0.0030,  0.0010,< LOD,  0.0016,< LOD,  0.0023,< LOD,  0.0024,  0.0276,  0.0254,< LOD,  0.0035,  0.0563,  0.0165,< LOD,  0.0266,  0.1300,  0.0282,< LOD,  0.0041,< LOD,  0.0016,< LOD,  0.0013,< LOD,  0.0016,< LOD,  0.0015,< LOD,  0.0013,< LOD,  0.0011,< LOD,  0.0022,< LOD,  0.0023,< LOD,  0.0030,< LOD,  0.0065,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
186,01-01-2006 12:52,24-12-25,7,AMD_01,404,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.7083,  1.0397,  0.3153,  6.7595,  0.2724,  1.8851,  0.0847,< LOD,  0.0519, 47.8753,  0.1608,  0.2164,  0.0139,  0.6728,  0.0234,  0.2917,  0.0100,< LOD,  0.0050,  0.0063,  0.0039,  0.0348,  0.0057,  2.4294,  0.0281,  0.0795,  0.0093,  0.0020,  0.0019,  0.0116,  0.0013,  0.0095,  0.0013,< LOD,  0.0004,< LOD,  0.0006,  0.0069,  0.0009,  0.0397,  0.0015,  0.0018,  0.0010,  0.0133,  0.0008,< LOD,  0.0012,  0.0018,  0.0010,< LOD,  0.0015,< LOD,  0.0027,< LOD,  0.0025,< LOD,  0.0036,  0.0754,  0.0284,< LOD,  0.0037,  0.0369,  0.0162,< LOD,  0.0283,  0.2667,  0.0347,< LOD,  0.0037,< LOD,  0.0018,< LOD,  0.0013,< LOD,  0.0018,< LOD,  0.0015,< LOD,  0.0014,< LOD,  0.0012,< LOD,  0.0024,< LOD,  0.0025,< LOD,  0.0032,< LOD,  0.0069,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
187,01-01-2006 12:56,24-12-25,8,AMD_01,405,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.8146,  0.4299,  0.2997,  0.4394,  0.1634,  2.4466,  0.0936,< LOD,  0.0573, 62.4470,  0.2040,< LOD,  0.0094,< LOD,  0.0154,  0.0750,  0.0069,< LOD,  0.0046,  0.0083,  0.0039,  0.0536,  0.0062,  1.4897,  0.0217,  0.0751,  0.0085,< LOD,  0.0017,  0.0135,  0.0013,  0.0207,  0.0017,  0.0010,  0.0005,< LOD,  0.0006,  0.0097,  0.0009,  0.0206,  0.0012,  0.0026,  0.0010,  0.0124,  0.0008,< LOD,  0.0012,  0.0014,  0.0010,< LOD,  0.0015,< LOD,  0.0022,< LOD,  0.0025,< LOD,  0.0304,< LOD,  0.0051,  0.0255,  0.0147,< LOD,  0.0397,  0.4565,  0.0395,< LOD,  0.0039,< LOD,  0.0010,< LOD,  0.0013,< LOD,  0.0020,< LOD,  0.0016,< LOD,  0.0017,< LOD,  0.0015,  0.0331,  0.0032,< LOD,  0.0024,< LOD,  0.0031,< LOD,  0.0067,Passed
188,01-01-2006 12:04,25-12-25,0,AMD_01,406,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.8779,  0.4590,  0.3092,< LOD,  0.1544,  2.5724,  0.0959,< LOD,  0.0585, 66.5600,  0.2228,< LOD,  0.0082,< LOD,  0.0110,  0.0289,  0.0059,< LOD,  0.0045,  0.0082,  0.0039,  0.0225,  0.0049,  1.2990,  0.0203,  0.0733,  0.0082,< LOD,  0.0017,  0.0153,  0.0013,  0.0267,  0.0018,  0.0060,  0.0005,< LOD,  0.0006,  0.0115,  0.0009,  0.0269,  0.0013,  0.0013,  0.0010,  0.0152,  0.0008,< LOD,  0.0012,  0.0066,  0.0011,< LOD,  0.0015,< LOD,  0.0024,< LOD,  0.0025,  0.0346,  0.0313,  0.0235,  0.0039,  0.0392,  0.0145,< LOD,  0.0275,  0.5116,  0.0408,< LOD,  0.0041,< LOD,  0.0017,< LOD,  0.0014,< LOD,  0.0021,< LOD,  0.0016,< LOD,  0.0019,< LOD,  0.0016,  0.0069,  0.0025,< LOD,  0.0024,< LOD,  0.0030,< LOD,  0.0064,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
